100,35,,40,,45,,50,
5,200,25.67394095,196,26.41509434,184.24,34.43738318,173.1856,23.65923497
7,182,25.10344828,174.72,33.47126437,157.248,23.36523031,152.53056,26.61964398
11,178.36,25.96215429,174.7928,33.54948177,160.809376,22.7131887,146.3365322,27.92681911
19,164.0912,28.19436426,142.759344,20.5114,128.4834096,16.90571179,116.9199027,22.92547112
,,,,,,,,
,,,,,,,,
80,35,,40,,45,,50,
5,160,26.31578947,152,20.76502732,142.88,26.80675422,137.1648,20.23079646
7,144,19.48579161,133.92,20.04790419,121.8672,22.86439024,114.555168,17.84348411
11,126.72,21.81067126,120.384,16.44590164,102.3264,16.0890566,92.09376,14.32251322
19,122.9184,15.75876923,105.709824,20.4864,97.25303808,14.07424574,93.36291656,17.64894453
,,,,,,,,
,,,,,,,,
50,35,,40,,45,,50,
5,100,15.29051988,94,16.72597865,89.3,11.67320261,82.156,11.23885089
7,86,16.89587426,80.84,11.25905292,71.1392,10.60196721,62.602496,10.62860713
11,83.42,16.1042471,75.078,13.12552448,66.81942,9.504896159,64.1466432,9.675210136
19,75.9122,11.51930197,69.839224,13.50855397,62.8553016,8.184284063,53.42700636,6.814669179
,,,,,,,,
,,,,,,,,
35,35,,40,,45,,50,
5,70,10.14492754,66.5,13.09055118,64.505,10.27149682,58.69955,7.430322785
7,61.6,11.51401869,60.368,8.736324168,51.91648,9.525959633,48.8014912,9.190487985
11,56.672,7.47651715,49.30464,7.392,47.3324544,7.315680742,41.17923533,5.397016426
19,50.43808,7.26773487,48.4205568,6.098306902,44.54691226,6.522241912,43.65597401,7.121692335
,,,,,,,,
,,,,,,,,
20,35,,40,,45,,50,
5,40,5.044136192,36.8,6.092715232,31.28,6.026974952,28.152,5.596819085
7,36.4,4.899057873,31.668,5.340303541,30.0846,5.0141,26.173602,4.128328391
11,30.94,5.114049587,30.3212,5.699473684,27.895504,3.826543759,25.66386368,3.286026079
19,30.3212,5.78648855,27.592292,3.532943918,23.72937112,3.241717366,22.54290256,4.018342703
