100,35,,40,,45,,50,
5,50,7.44047619,45,6.364922207,40.05,5.721428571,35.6445,6.675
7,48,8.480565371,43.68,5.77014531,41.496,6.230630631,39.00624,6.332181818
11,44.16,6.921630094,42.3936,7.597419355,41.121792,6.697360261,36.59839488,7.176155859
19,37.536,4.69787234,32.28096,5.38016,30.0212928,4.073445427,26.11852474,3.736555756
,,,,,,,,
,,,,,,,,
80,35,,40,,45,,50,
5,40,6.611570248,36,5.099150142,34.56,4.676589986,33.1776,6.404942085
7,34,4.438642298,29.58,4.658267717,27.5094,5.19045283,23.38299,4.205573741
11,32.64,4.744186047,31.3344,5.179239669,28.514304,4.19328,24.52230144,3.38705821
19,28.7232,3.66835249,27.574272,3.494838023,25.64407296,3.700443429,24.36186931,4.251635133
,,,,,,,,
,,,,,,,,
50,35,,40,,45,,50,
5,25,3.13283208,23.5,3.112582781,22.795,3.767768595,19.37575,3.240091973
7,24.5,4.313380282,21.315,3.019121813,19.1835,2.462580231,17.64882,2.245396947
11,23.275,4.424904943,20.0165,3.433361921,17.014025,3.15074537,15.82304325,2.845871088
19,21.413,3.865162455,18.62931,3.084322848,17.1389652,2.325504098,15.76784798,2.407305036
,,,,,,,,
,,,,,,,,
35,35,,40,,45,,50,
5,17.5,2.464788732,15.4,2.605752961,14.168,2.029799427,13.4596,1.959184862
7,15.925,2.020939086,13.6955,2.337116041,12.05204,1.604798935,10.4852748,1.352938684
11,15.6065,3.036284047,14.98224,2.623859895,13.9334832,1.781775345,12.26146522,2.335517184
19,14.826175,2.517177419,12.7505105,2.305698101,11.85797477,1.87626183,10.67217729,1.86576526
,,,,,,,,
,,,,,,,,
20,35,,40,,45,,50,
5,10,1.371742112,9.4,1.417797888,8.178,1.444876325,8.01444,1.02486445
7,8.7,1.290801187,8.526,1.225,7.50288,1.412971751,6.4524768,0.941967416
11,7.656,1.057458564,6.73728,0.942276923,6.2656704,0.855965902,5.513789952,0.903899992
19,6.73728,0.853901141,5.9961792,1.061270655,5.69637024,0.77607224,5.525479133,0.703882692
