100,35,,40,,45,,50,
5,500,80.77544426,485,64.06869221,451.05,87.92397661,437.5185,57.11729765
7,450,75.25083612,396,54.92371706,372.24,55.89189189,353.628,46.71439894
11,427.5,76.75044883,367.65,50.71034483,316.179,47.54571429,294.04647,50.00790306
19,371.925,47.37898089,360.76725,57.08342563,306.6521625,47.17725577,291.3195544,40.29316105
,,,,,,,,
,,,,,,,,
80,35,,40,,45,,50,
5,400,75.47169811,340,46.13297151,289,39.86206897,283.22,40.11614731
7,364,72.07920792,331.24,62.02996255,314.678,58.59925512,270.62308,34.65084251
11,356.72,46.69109948,324.6152,47.18244186,298.645984,37.80328911,259.8220061,51.55198533
19,303.212,56.88780488,278.95504,36.70461053,251.059536,48.46709189,218.4217963,33.04414468
,,,,,,,,
,,,,,,,,
50,35,,40,,45,,50,
5,250,41.59733777,227.5,37.47940692,216.125,37.8502627,207.48,27.37203166
7,237.5,37.81847134,220.875,33.01569507,207.6225,35.55179795,182.7078,25.41137691
11,211.375,31.6904048,190.2375,25.63847709,161.701875,20.86475806,145.5316875,27.77322281
19,196.57875,37.30147059,178.8866625,32.58409153,162.7868629,28.71020509,143.2524393,17.90655492
,,,,,,,,
,,,,,,,,
35,35,,40,,45,,50,
5,175,23.71273713,171.5,23.11320755,147.49,22.55198777,128.3163,17.22366443
7,171.5,24.05329593,161.21,28.03652174,145.089,19.68643148,140.73633,22.62641961
11,147.49,20.77323944,135.6908,19.4958046,128.90626,21.48437667,114.7265714,17.89806106
19,129.7912,23.30183124,110.32252,18.66709306,107.0128444,15.57683325,103.8024591,17.95890295
,,,,,,,,
,,,,,,,,
20,35,,40,,45,,50,
5,100,13.36898396,86,15.1142355,79.12,11.12798875,71.208,9.094252874
7,96,12,84.48,13.43084261,76.8768,10.37473684,69.957888,8.980473427
11,93.12,18.15204678,89.3952,13.03137026,84.92544,10.90185366,78.9806592,15.60882593
19,88.464,14.19967897,76.96368,13.52613005,69.267312,9.360447568,67.18929264,11.50501586
