100,35,,40,,45,,50,
5,800,130.5057096,728,123.8095238,713.44,93.62729659,634.9616,87.58091034
7,728,97.84946237,640.64,110.2650602,544.544,70.81196359,533.65312,69.03662613
11,698.88,102.7764706,670.9248,133.3846521,590.413824,109.7423465,507.7558886,68.24675923
19,670.9248,113.1407757,644.087808,107.7069913,547.4746368,87.59594189,498.2019195,68.4343296
,,,,,,,,
,,,,,,,,
80,35,,40,,45,,50,
5,640,83.98950131,569.6,105.67718,501.248,87.78423818,476.1856,63.9175302
7,556.8,77.01244813,484.416,65.8173913,421.44192,79.06977861,366.6544704,46.76715184
11,517.824,76.82848665,481.57632,86.304,438.2344512,65.99916434,394.4110061,52.309152
19,450.50688,75.20982972,396.4460544,53.14290273,384.5526728,58.08952761,346.0974055,68.26378807
,,,,,,,,
,,,,,,,,
50,35,,40,,45,,50,
5,400,53.61930295,392,77.62376238,337.12,46.95264624,320.264,54.93379074
7,348,58.09682805,316.68,42.6218035,285.012,51.6326087,253.66068,36.4455
11,313.2,45.52325581,294.408,43.04210526,276.74352,36.12839687,240.7668624,41.15672862
19,281.88,36.79895561,242.4168,34.63097143,220.599288,31.07032225,207.3633307,36.572016
,,,,,,,,
,,,,,,,,
35,35,,40,,45,,50,
5,280,46.05263158,257.6,46.83636364,218.96,32.05856515,197.064,33.34416244
7,260.4,36.21696801,221.34,35.24522293,203.6328,28.08728276,193.45116,31.25220679
11,229.152,38.3839196,203.94528,39.44782979,185.5902048,33.68243281,170.7429884,32.03433179
19,199.36224,31.15035,175.4387712,24.50262168,166.6668326,22.43160601,158.333491,20.27317426
,,,,,,,,
,,,,,,,,
20,35,,40,,45,,50,
5,160,25.68218299,145.6,21.63447251,142.688,20.8,135.5536,17.95411921
7,140.8,18.79839786,136.576,18.83806897,128.38144,24.22291321,110.4080384,13.83559378
11,137.984,18.06073298,128.32512,23.16337906,125.7586176,20.31641641,121.9858591,20.46742602
19,129.70496,18.52928,121.9226624,17.34319522,110.9496228,17.06917274,108.7306303,16.47433793
