100,35,,40,,45,,50,
5,150,28.4629981,127.5,15.99749059,119.85,18.61024845,101.8725,18.48865699
7,141,26.85714286,129.72,17.99167822,123.234,16.08798956,120.76932,17.55368023
11,136.77,17.78543563,127.1961,23.38163603,110.660607,14.85377275,101.8077584,12.77387182
19,117.6222,22.66323699,107.036202,19.3906163,101.6843919,19.18573432,92.53279663,16.26235442
,,,,,,,,
,,,,,,,,
80,35,,40,,45,,50,
5,120,19.63993453,114,16.93907875,99.18,15.16513761,85.2948,15.56474453
7,116.4,17.01754386,107.088,17.32815534,103.87536,14.48749791,92.4490704,15.48560643
11,110.58,16.98617512,98.4162,13.10468708,90.542904,13.71862182,88.73204592,15.29862861
19,96.2046,12.28666667,90.432324,13.55806957,85.9107078,12.80338417,83.33338657,12.14772399
,,,,,,,,
,,,,,,,,
50,35,,40,,45,,50,
5,75,12,65.25,9.961832061,60.03,7.888304862,58.2291,10.94531955
7,72.75,11.79092382,66.2025,9.390425532,62.23035,8.979848485,52.8957975,6.611974688
11,68.385,11.68974359,58.12725,10.51125678,56.3834325,7.389702818,51.30892358,6.742302704
19,64.96575,11.72666968,60.4181475,11.94034536,57.39724013,10.51231504,49.93559891,9.196242893
,,,,,,,,
,,,,,,,,
35,35,,40,,45,,50,
5,52.5,7.301808067,46.2,7.68718802,40.656,5.686153846,36.18384,7.094870588
7,47.775,6.815263909,44.9085,6.4155,39.51948,6.849129983,36.3579216,6.757977993
11,41.56425,6.454076087,40.3173225,5.455659337,34.67289735,6.07231127,31.20560762,5.97808575
19,36.1608975,5.121940156,31.45998083,5.9923773,28.94318236,5.330236162,25.7594323,4.121509168
,,,,,,,,
,,,,,,,,
20,35,,40,,45,,50,
5,30,4.291845494,29.1,4.809917355,24.735,4.409090909,22.7562,4.006373239
7,27,3.501945525,23.49,3.257975035,22.0806,2.845438144,19.87254,3.020142857
11,24.03,3.053367217,23.5494,4.352939002,23.078412,3.032642838,20.7705708,3.04107918
19,22.1076,3.933736655,19.89684,3.740007519,18.7030296,3.041143024,17.39381753,2.436108897
